anime_id,name,rating,genres,users_watched,users_rated,url
4901,Black Lagoon: Roberta's Blood Trail,8.03,"Action,Adult Cast,Organized Crime,Seinen",261449,149645,https://myanimelist.net/anime/4901/Black_Lagoon__Robertas_Blood_Trail
889,Black Lagoon,8.03,"Action,Adult Cast,Organized Crime,Seinen",887285,438798,https://myanimelist.net/anime/889/Black_Lagoon
25013,Akatsuki no Yona,8.03,"Action,Adventure,Comedy,Fantasy,Romance,Shoujo",758757,374352,https://myanimelist.net/anime/25013/Akatsuki_no_Yona
41781,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,8.03,Music,5874,1844,https://myanimelist.net/anime/41781/BanG_Dream_Movie__Episode_of_Roselia_-_II__Song_I_Am
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.04,"Adventure,Comedy,Fantasy,Isekai,Parody,Reincarnation",324648,198555,https://myanimelist.net/anime/34626/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2__Kono_Subarashii_Geijutsu_ni_Shukufuku_wo
18679,Kill la Kill,8.04,"Action,Comedy,Ecchi,School,Super Power",1565941,873047,https://myanimelist.net/anime/18679/Kill_la_Kill
3783,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,8.04,"Action,Drama,Mystery,Supernatural,Suspense",211802,129493,https://myanimelist.net/anime/3783/Kara_no_Kyoukai_Movie_3__Tsuukaku_Zanryuu
72,Full Metal Panic? Fumoffu,8.04,"Action,Comedy,Gag Humor,School",279080,167399,https://myanimelist.net/anime/72/Full_Metal_Panic_Fumoffu
1506,Detective Conan Movie 10: Requiem of the Detectives,8.04,"Adventure,Comedy,Mystery,Detective,Shounen",50786,29641,https://myanimelist.net/anime/1506/Detective_Conan_Movie_10__Requiem_of_the_Detectives
37870,BanG Dream! 3rd Season,8.04,Music,30708,13481,https://myanimelist.net/anime/37870/BanG_Dream_3rd_Season
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8.04,"Comedy,Romance,Love Polygon,School",218097,129691,https://myanimelist.net/anime/33161/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku_OVA
5681,Summer Wars,8.04,"Comedy,Sci-Fi",485633,277912,https://myanimelist.net/anime/5681/Summer_Wars
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,8.04,"Adventure,Sci-Fi,Shounen",52422,32694,https://myanimelist.net/anime/1257/Saint_Seiya__Meiou_Hades_Juuni_Kyuu-hen
1943,Paprika,8.04,"Avant Garde,Fantasy,Horror,Mystery,Sci-Fi,Suspense,Adult Cast,Psychological",466396,235727,https://myanimelist.net/anime/1943/Paprika
31251,Mobile Suit Gundam: Iron-Blooded Orphans,8.04,"Action,Drama,Sci-Fi,Mecha,Space",207593,106951,https://myanimelist.net/anime/31251/Mobile_Suit_Gundam__Iron-Blooded_Orphans
4918,xxxHOLiC: Shunmuki,8.05,"Comedy,Drama,Mystery,Supernatural,Psychological,Seinen",65672,32050,https://myanimelist.net/anime/4918/xxxHOLiC__Shunmuki
27821,Fate/stay night: Unlimited Blade Works Prologue,8.05,"Action,Fantasy,Supernatural",293335,183014,https://myanimelist.net/anime/27821/Fate_stay_night__Unlimited_Blade_Works_Prologue
851,Kyou kara Ore wa!!,8.06,"Comedy,Delinquents,Shounen",29704,9620,https://myanimelist.net/anime/851/Kyou_kara_Ore_wa
237,Koukyoushihen Eureka Seven,8.06,"Adventure,Drama,Romance,Sci-Fi,Mecha",413421,175403,https://myanimelist.net/anime/237/Koukyoushihen_Eureka_Seven
1486,Kodomo no Omocha (TV),8.06,"Comedy,Drama,Romance,Love Polygon,Showbiz,Shoujo",60347,25065,https://myanimelist.net/anime/1486/Kodomo_no_Omocha_TV
8425,Gosick,8.06,"Drama,Mystery,Romance,Historical",497883,214434,https://myanimelist.net/anime/8425/Gosick
1974,Glass no Kamen (2005),8.06,"Drama,Performing Arts,Showbiz,Shoujo",36006,11638,https://myanimelist.net/anime/1974/Glass_no_Kamen_2005
1471,City Hunter 2,8.06,"Action,Comedy,Mystery,Shounen",23597,9936,https://myanimelist.net/anime/1471/City_Hunter_2
49052,Ao Ashi,8.06,"Sports,Team Sports,Seinen",100085,24026,https://myanimelist.net/anime/49052/Ao_Ashi
21557,Omoide no Marnie,8.06,"Drama,Mystery,Psychological",257165,140228,https://myanimelist.net/anime/21557/Omoide_no_Marnie
1559,Shijou Saikyou no Deshi Kenichi,8.07,"Action,Comedy,Martial Arts,School,Shounen",279638,148209,https://myanimelist.net/anime/1559/Shijou_Saikyou_no_Deshi_Kenichi
339,Serial Experiments Lain,8.07,"Avant Garde,Drama,Mystery,Sci-Fi,Supernatural,Psychological",648592,250877,https://myanimelist.net/anime/339/Serial_Experiments_Lain
35062,Mahoutsukai no Yome,8.07,"Fantasy,Slice of Life,Shounen",793806,333215,https://myanimelist.net/anime/35062/Mahoutsukai_no_Yome
23317,Kuroshitsuji: Book of Murder,8.07,"Action,Comedy,Mystery,Supernatural,Historical,Mythology,Shounen",223033,110891,https://myanimelist.net/anime/23317/Kuroshitsuji__Book_of_Murder
38081,Girls & Panzer: Saishuushou Part 2,8.07,"Military,School",28568,12884,https://myanimelist.net/anime/38081/Girls___Panzer__Saishuushou_Part_2
10643,Gintama: Dai Hanseikai,8.07,"Action,Comedy,Parody,Samurai",34815,14812,https://myanimelist.net/anime/10643/Gintama__Dai_Hanseikai
3665,Ginga Eiyuu Densetsu Gaiden (1999),8.07,"Action,Drama,Sci-Fi,Adult Cast,Military,Space",18366,6823,https://myanimelist.net/anime/3665/Ginga_Eiyuu_Densetsu_Gaiden_1999
27833,Durarara!!x2 Ketsu,8.07,"Action,Mystery,Supernatural",350788,173463,https://myanimelist.net/anime/27833/Durararax2_Ketsu
38668,Dorohedoro,8.07,"Action,Comedy,Fantasy,Horror,Gore,Seinen",449450,227793,https://myanimelist.net/anime/38668/Dorohedoro
10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,8.07,"Adventure,Comedy,Fantasy,Mecha,Kids,Shounen",11223,7680,https://myanimelist.net/anime/10534/Doraemon_Movie_31__Shin_Nobita_to_Tetsujin_Heidan_-_Habatake_Tenshi-tachi
2025,Darker than Black: Kuro no Keiyakusha,8.07,"Action,Mystery,Sci-Fi,Super Power",871190,414114,https://myanimelist.net/anime/2025/Darker_than_Black__Kuro_no_Keiyakusha
1367,Detective Conan Movie 08: Magician of the Silver Sky,8.07,"Adventure,Comedy,Mystery,Detective,Shounen",51407,30323,https://myanimelist.net/anime/1367/Detective_Conan_Movie_08__Magician_of_the_Silver_Sky
6547,Angel Beats!,8.07,"Drama,Supernatural,School",1916553,1195937,https://myanimelist.net/anime/6547/Angel_Beats
22145,Kuroshitsuji: Book of Circus,8.08,"Action,Comedy,Mystery,Supernatural,Historical,Mythology,Shounen",365879,195019,https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus
31658,Kuroko no Basket Movie 4: Last Game,8.08,"Sports,School,Team Sports,Shounen",255421,152294,https://myanimelist.net/anime/31658/Kuroko_no_Basket_Movie_4__Last_Game
11771,Kuroko no Basket,8.08,"Sports,School,Team Sports,Shounen",1074505,637465,https://myanimelist.net/anime/11771/Kuroko_no_Basket
2449,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,8.08,"Action,Mystery,Sci-Fi,Adult Cast,Detective,Mecha,Psychological,Seinen",38008,15038,https://myanimelist.net/anime/2449/Koukaku_Kidoutai__Stand_Alone_Complex_-_The_Laughing_Man
38993,Karakai Jouzu no Takagi-san 2,8.08,"Comedy,Iyashikei,Romantic Subtext,School,Shounen",286601,156128,https://myanimelist.net/anime/38993/Karakai_Jouzu_no_Takagi-san_2
14713,Kamisama Hajimemashita,8.08,"Comedy,Fantasy,Romance,Supernatural,Mythology,Shoujo",576068,298629,https://myanimelist.net/anime/14713/Kamisama_Hajimemashita
15059,Initial D Fifth Stage,8.08,"Action,Drama,Racing,Seinen",123630,65304,https://myanimelist.net/anime/15059/Initial_D_Fifth_Stage
47904,Hololive Alternative,8.08,Music,8032,4736,https://myanimelist.net/anime/47904/Hololive_Alternative
135,Hikaru no Go,8.08,"Comedy,Supernatural,Strategy Game,Shounen",127310,59449,https://myanimelist.net/anime/135/Hikaru_no_Go
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,8.08,"Comedy,Slice of Life,CGDCT,Iyashikei,School,Visual Arts,Seinen",12584,5568,https://myanimelist.net/anime/17739/Hidamari_Sketch__Sae_Hiro_Sotsugyou-hen
2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,8.08,"Action,Comedy,Sci-Fi,Historical,Mecha,Parody,Samurai,Shounen",52237,28189,https://myanimelist.net/anime/2951/Gintama__Nanigoto_mo_Saiyo_ga_Kanjin_nano_de_Tasho_Senobisuru_Kurai_ga_Choudoyoi
37822,Douluo Dalu: Jingying Sai,8.08,"Action,Adventure,Fantasy,Supernatural,Historical,Martial Arts",14400,6426,https://myanimelist.net/anime/37822/Douluo_Dalu__Jingying_Sai
48631,Douluo Dalu: Haishen Zhi Guang,8.08,"Action,Adventure,Fantasy,Romance,Historical,Martial Arts",5395,2919,https://myanimelist.net/anime/48631/Douluo_Dalu__Haishen_Zhi_Guang
21419,Detective Conan Movie 18: The Sniper from Another Dimension,8.08,"Action,Mystery,Detective,Shounen",38445,21911,https://myanimelist.net/anime/21419/Detective_Conan_Movie_18__The_Sniper_from_Another_Dimension
36456,Boku no Hero Academia 3rd Season,8.08,"Action,School,Super Power,Shounen",1922105,1275046,https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season
1382,Yuusha-Ou GaoGaiGar Final,8.08,"Adventure,Drama,Sci-Fi,Mecha,Shounen",9055,3812,https://myanimelist.net/anime/1382/Yuusha-Ou_GaoGaiGar_Final
24277,Yowamushi Pedal: Grande Road,8.08,"Sports,Shounen",126859,72324,https://myanimelist.net/anime/24277/Yowamushi_Pedal__Grande_Road
40907,World Trigger 2nd Season,8.08,"Action,Sci-Fi,Supernatural,School,Shounen",121049,44079,https://myanimelist.net/anime/40907/World_Trigger_2nd_Season
21469,Stand By Me Doraemon,8.08,"Comedy,Sci-Fi,Kids,Shounen",45947,32348,https://myanimelist.net/anime/21469/Stand_By_Me_Doraemon
41402,Mairimashita! Iruma-kun 2nd Season,8.08,"Comedy,Fantasy,Supernatural,Isekai,Mythology,School,Shounen",230566,108757,https://myanimelist.net/anime/41402/Mairimashita_Iruma-kun_2nd_Season
34822,Tsuki ga Kirei,8.09,"Romance,School",481501,227816,https://myanimelist.net/anime/34822/Tsuki_ga_Kirei
4722,Skip Beat!,8.09,"Comedy,Drama,Romance,Love Polygon,Showbiz,Shoujo",250137,132678,https://myanimelist.net/anime/4722/Skip_Beat
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.09,"Action,Adventure,Supernatural,Martial Arts,Super Power,Shounen",69396,41467,https://myanimelist.net/anime/9130/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa_2
3927,Mobile Suit Gundam 00 Second Season,8.09,"Action,Drama,Sci-Fi,Mecha,Military,Space",140352,88315,https://myanimelist.net/anime/3927/Mobile_Suit_Gundam_00_Second_Season
302,Mirai Shounen Conan,8.09,"Adventure,Drama,Sci-Fi",43997,14908,https://myanimelist.net/anime/302/Mirai_Shounen_Conan
50709,Lycoris Recoil,8.09,Action,98558,15246,https://myanimelist.net/anime/50709/Lycoris_Recoil
12189,Hyouka,8.09,"Mystery,Slice of Life,School",1228148,578338,https://myanimelist.net/anime/12189/Hyouka
12069,Hajime no Ippo: Boxer no Kobushi,8.09,"Sports,Combat Sports,Shounen",46821,27294,https://myanimelist.net/anime/12069/Hajime_no_Ippo__Boxer_no_Kobushi
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,8.09,"Action,Drama,Sci-Fi,Adult Cast,Military,Space",31145,15926,https://myanimelist.net/anime/3016/Ginga_Eiyuu_Densetsu__Arata_Naru_Tatakai_no_Overture
16918,Gin no Saji,8.09,"Comedy,Slice of Life,School,Shounen",269388,122658,https://myanimelist.net/anime/16918/Gin_no_Saji
42497,Douluo Dalu: Qian Hua Xi Jin,8.09,"Action,Adventure,Fantasy,Romance,Historical,Martial Arts",7620,4158,https://myanimelist.net/anime/42497/Douluo_Dalu__Qian_Hua_Xi_Jin
31051,Kuroko no Basket: Saikou no Present Desu,8.1,"Action,Sports,School,Team Sports,Shounen",93271,49392,https://myanimelist.net/anime/31051/Kuroko_no_Basket__Saikou_no_Present_Desu
16662,Kaze Tachinu,8.1,"Drama,Romance,Historical",282277,161278,https://myanimelist.net/anime/16662/Kaze_Tachinu
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.1,"Action,Adventure,Drama,Supernatural,Shounen",1040503,739855,https://myanimelist.net/anime/20899/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders
42429,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,8.1,"Fantasy,Slice of Life,Isekai,Reincarnation",101137,36837,https://myanimelist.net/anime/42429/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_3rd_Season
44189,Douluo Dalu: Hanhai Qian Kun,8.1,"Action,Adventure,Fantasy,Romance,Historical,Martial Arts",5380,3055,https://myanimelist.net/anime/44189/Douluo_Dalu__Hanhai_Qian_Kun
24833,Ansatsu Kyoushitsu,8.1,"Action,Comedy,School,Shounen",1762151,1047566,https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu
30370,Akatsuki no Yona OVA,8.1,"Action,Comedy,Fantasy,Shoujo",121076,63722,https://myanimelist.net/anime/30370/Akatsuki_no_Yona_OVA
23283,Zankyou no Terror,8.1,"Mystery,Suspense,Psychological",1039484,558614,https://myanimelist.net/anime/23283/Zankyou_no_Terror
28025,Tsukimonogatari,8.1,"Comedy,Mystery,Supernatural,Ecchi",385977,219021,https://myanimelist.net/anime/28025/Tsukimonogatari
4224,Toradora!,8.1,"Drama,Romance,Love Polygon,School",1996992,1257864,https://myanimelist.net/anime/4224/Toradora
40080,Quanzhi Gaoshou: Dianfeng Rongyao,8.1,"Action,Video Game",42450,19816,https://myanimelist.net/anime/40080/Quanzhi_Gaoshou__Dianfeng_Rongyao
19815,No Game No Life,8.1,"Comedy,Fantasy,Ecchi,Isekai,Strategy Game",2176018,1412390,https://myanimelist.net/anime/19815/No_Game_No_Life
34076,Uchouten Kazoku 2,8.11,"Comedy,Drama,Fantasy,Slice of Life,Mythology",59267,23814,https://myanimelist.net/anime/34076/Uchouten_Kazoku_2
4938,Tsubasa: Shunraiki,8.11,"Action,Adventure,Drama,Fantasy,Mystery,Romance,Supernatural,Shounen",59290,28740,https://myanimelist.net/anime/4938/Tsubasa__Shunraiki
42249,Tokyo Revengers,8.11,"Action,Drama,Supernatural,Delinquents,School,Time Travel,Shounen",972402,524780,https://myanimelist.net/anime/42249/Tokyo_Revengers
32282,Shokugeki no Souma: Ni no Sara,8.11,"Gourmet,Ecchi,School,Shounen",1033207,663408,https://myanimelist.net/anime/32282/Shokugeki_no_Souma__Ni_no_Sara
13759,Sakura-sou no Pet na Kanojo,8.11,"Drama,Romance,School,Visual Arts",1143061,656244,https://myanimelist.net/anime/13759/Sakura-sou_no_Pet_na_Kanojo
40542,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,8.11,"Comedy,Supernatural,Gag Humor,School,Shounen",188565,116951,https://myanimelist.net/anime/40542/Saiki_Kusuo_no_%CE%A8-nan__%CE%A8-shidou-hen
4155,One Piece Film: Strong World,8.11,"Action,Adventure,Fantasy,Shounen",218131,137465,https://myanimelist.net/anime/4155/One_Piece_Film__Strong_World
6336,Mobile Suit Gundam Unicorn,8.11,"Action,Drama,Sci-Fi,Mecha,Military,Space",89990,45611,https://myanimelist.net/anime/6336/Mobile_Suit_Gundam_Unicorn
35110,Haikyuu!! Movie 3: Sainou to Sense,8.11,"Sports,School,Team Sports,Shounen",69599,26391,https://myanimelist.net/anime/35110/Haikyuu_Movie_3__Sainou_to_Sense
32122,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,8.11,"Action,Comedy,Gag Humor,Historical,Parody,Samurai,Shounen",31062,14886,https://myanimelist.net/anime/32122/Gintama%C2%B0__Umai-mono_wa_Atomawashi_ni_Suru_to_Yokodorisareru_kara_Yappari_Saki_ni_Kue
18689,Diamond no Ace,8.11,"Sports,School,Team Sports,Shounen",221820,105258,https://myanimelist.net/anime/18689/Diamond_no_Ace
3901,Baccano! Specials,8.11,"Action,Comedy,Mystery,Supernatural,Historical,Organized Crime",169523,106996,https://myanimelist.net/anime/3901/Baccano_Specials
8129,Kuragehime,8.12,"Comedy,Slice of Life,Crossdressing,Visual Arts,Josei",215465,102426,https://myanimelist.net/anime/8129/Kuragehime
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.12,"Mystery,Sci-Fi,Adult Cast,Detective,Mecha,Military,Seinen",93843,44894,https://myanimelist.net/anime/1566/Koukaku_Kidoutai__Stand_Alone_Complex_-_Solid_State_Society
30831,Kono Subarashii Sekai ni Shukufuku wo!,8.12,"Adventure,Comedy,Fantasy,Isekai,Parody,Reincarnation",1721717,1130430,https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,8.12,"Action,Comedy,Sci-Fi,Gag Humor,Historical,Parody,Samurai,Shounen",37066,16622,https://myanimelist.net/anime/25313/Gintama__Futon_ni_Haitte_kara_Buki_Nokoshi_ni_Kizuite_Neru_ni_Nerenai_Toki_mo_Aru
121,Fullmetal Alchemist,8.12,"Action,Adventure,Drama,Fantasy,Military,Shounen",1362202,836459,https://myanimelist.net/anime/121/Fullmetal_Alchemist
6746,Durarara!!,8.12,"Action,Mystery,Supernatural",1300458,627097,https://myanimelist.net/anime/6746/Durarara
42977,Douluo Dalu: Xingdou Xian Ji Pian,8.12,"Action,Adventure,Fantasy,Romance,Historical,Martial Arts",5908,3164,https://myanimelist.net/anime/42977/Douluo_Dalu__Xingdou_Xian_Ji_Pian
3702,Detroit Metal City,8.12,"Comedy,Gag Humor,Music,Seinen",197269,103032,https://myanimelist.net/anime/3702/Detroit_Metal_City
6467,Detective Conan Movie 14: The Lost Ship in the Sky,8.12,"Action,Mystery,Detective,Shounen",51299,29880,https://myanimelist.net/anime/6467/Detective_Conan_Movie_14__The_Lost_Ship_in_the_Sky
1364,Detective Conan Movie 05: Countdown to Heaven,8.12,"Adventure,Comedy,Mystery,Detective,Shounen",57588,34670,https://myanimelist.net/anime/1364/Detective_Conan_Movie_05__Countdown_to_Heaven
34572,Black Clover,8.12,"Action,Comedy,Fantasy,Shounen",1375600,694183,https://myanimelist.net/anime/34572/Black_Clover
35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.12,"Comedy,Drama,Romance,Slice of Life,School",233806,124525,https://myanimelist.net/anime/35608/Chuunibyou_demo_Koi_ga_Shitai_Movie__Take_On_Me
39783,5-toubun no Hanayome ∬,8.12,"Comedy,Romance,Harem,School,Shounen",579804,344883,https://myanimelist.net/anime/39783/5-toubun_no_Hanayome_%E2%88%AC
51096,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV) 2nd Season,8.12,"Drama,Suspense,Psychological,School",223598,29353,https://myanimelist.net/anime/51096/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_TV_2nd_Season
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.12,"Comedy,Drama,Slice of Life,CGDCT,Iyashikei",9955,2887,https://myanimelist.net/anime/29831/Tamayura__Sotsugyou_Shashin_Part_4_-_Ashita
721,Princess Tutu,8.12,"Comedy,Drama,Fantasy,Mystery,Romance,Mahou Shoujo,Performing Arts",152649,60403,https://myanimelist.net/anime/721/Princess_Tutu
39592,Mobile Suit Gundam: The Origin - Advent of the Red Comet,8.12,"Action,Sci-Fi,Mecha,Military,Space,Shounen",17269,7622,https://myanimelist.net/anime/39592/Mobile_Suit_Gundam__The_Origin_-_Advent_of_the_Red_Comet
2581,Mobile Suit Gundam 00,8.12,"Action,Drama,Sci-Fi,Mecha,Military,Space",205077,114372,https://myanimelist.net/anime/2581/Mobile_Suit_Gundam_00
40435,Mo Dao Zu Shi Q,8.12,"Comedy,Supernatural,Historical",19142,6696,https://myanimelist.net/anime/40435/Mo_Dao_Zu_Shi_Q
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,8.12,"Fantasy,Slice of Life,Shounen",255718,113165,https://myanimelist.net/anime/32902/Mahoutsukai_no_Yome__Hoshi_Matsu_Hito
44931,Tonikaku Kawaii: SNS,8.13,"Comedy,Romance,Shounen",108882,55385,https://myanimelist.net/anime/44931/Tonikaku_Kawaii__SNS
2236,Toki wo Kakeru Shoujo,8.13,"Drama,Romance,Sci-Fi,School,Time Travel",729897,425031,https://myanimelist.net/anime/2236/Toki_wo_Kakeru_Shoujo
37430,Tensei shitara Slime Datta Ken,8.13,"Action,Adventure,Comedy,Fantasy,Isekai,Mythology,Reincarnation",1190617,730860,https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,8.13,"Action,Adventure,Fantasy,Shounen",62262,34808,https://myanimelist.net/anime/15323/One_Piece__Episode_of_Nami_-_Koukaishi_no_Namida_to_Nakama_no_Kizuna
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.13,"Action,Comedy,Drama,Sci-Fi,Mahou Shoujo",22396,9978,https://myanimelist.net/anime/10153/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_2nd_As
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,8.13,"Adventure,Drama,Sci-Fi,Adult Cast,Music",67223,40345,https://myanimelist.net/anime/731/Interstella5555__The_5tory_of_The_5ecret_5tar_5ystem
40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.13,"Fantasy,Slice of Life,Isekai,Reincarnation",164718,97531,https://myanimelist.net/anime/40815/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_2nd_Season
4921,Ramayana: The Legend of Prince Rama,8.19,Adventure,6431,3571,https://myanimelist.net/anime/4921/Ramayana__The_Legend_of_Prince_Rama
23623,Non Non Biyori Repeat,8.19,"Slice of Life,CGDCT,Iyashikei,School,Seinen",183763,92162,https://myanimelist.net/anime/23623/Non_Non_Biyori_Repeat
1453,Maison Ikkoku,8.19,"Comedy,Drama,Romance,Slice of Life,Adult Cast,Seinen",63287,16629,https://myanimelist.net/anime/1453/Maison_Ikkoku
35677,Liz to Aoi Tori,8.19,"Drama,Music,Performing Arts,School",116357,44282,https://myanimelist.net/anime/35677/Liz_to_Aoi_Tori
25681,Kamisama Hajimemashita◎,8.19,"Comedy,Fantasy,Romance,Supernatural,Mythology,Shoujo",345839,187991,https://myanimelist.net/anime/25681/Kamisama_Hajimemashita%E2%97%8E
138,Hunter x Hunter: Greed Island,8.19,"Action,Adventure,Fantasy,Shounen",141297,78456,https://myanimelist.net/anime/138/Hunter_x_Hunter__Greed_Island
1889,Higurashi no Naku Koro ni Kai,8.19,"Mystery,Supernatural,Suspense,Gore,Psychological",446512,236997,https://myanimelist.net/anime/1889/Higurashi_no_Naku_Koro_ni_Kai
39166,Girls & Panzer: Saishuushou Part 3,8.19,"Military,School",18313,5892,https://myanimelist.net/anime/39166/Girls___Panzer__Saishuushou_Part_3
18617,Girls & Panzer Movie,8.19,"Sports,Military,School",95054,51294,https://myanimelist.net/anime/18617/Girls___Panzer_Movie
22297,Fate/stay night: Unlimited Blade Works,8.19,"Action,Fantasy,Supernatural",957868,609492,https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works
25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.19,"Action,Fantasy,Supernatural",395001,215606,https://myanimelist.net/anime/25537/Fate_stay_night_Movie__Heavens_Feel_-_I_Presage_Flower
41361,Eiga Daisuki Pompo-san (Movie),8.19,"Comedy,Drama",21455,6319,https://myanimelist.net/anime/41361/Eiga_Daisuki_Pompo-san_Movie
10800,Chihayafuru,8.19,"Drama,Slice of Life,Sports,Love Polygon,School,Strategy Game,Josei",419346,169029,https://myanimelist.net/anime/10800/Chihayafuru
34636,Ballroom e Youkoso,8.19,"Comedy,Drama,Romance,Sports,Performing Arts,School,Shounen",294646,133265,https://myanimelist.net/anime/34636/Ballroom_e_Youkoso
37171,Asobi Asobase,8.19,"Comedy,Gag Humor,School,Seinen",408285,194665,https://myanimelist.net/anime/37171/Asobi_Asobase
18195,Little Busters!: Refrain,8.2,"Comedy,Drama,Romance,Slice of Life,Supernatural,School",154937,73072,https://myanimelist.net/anime/18195/Little_Busters__Refrain
6811,InuYasha: Kanketsu-hen,8.2,"Action,Adventure,Comedy,Fantasy,Romance,Supernatural,Historical,Mythology,Time Travel,Shounen",256833,130646,https://myanimelist.net/anime/6811/InuYasha__Kanketsu-hen
32867,Bungou Stray Dogs 2nd Season,8.2,"Action,Mystery,Supernatural,Super Power,Seinen",716362,414335,https://myanimelist.net/anime/32867/Bungou_Stray_Dogs_2nd_Season
12115,Berserk: Ougon Jidai-hen III - Kourin,8.2,"Action,Adventure,Drama,Fantasy,Horror,Supernatural,Gore,Military,Mythology,Seinen",197766,125643,https://myanimelist.net/anime/12115/Berserk__Ougon_Jidai-hen_III_-_Kourin
7674,Bakuman.,8.2,"Comedy,Drama,Romance,Otaku Culture,Shounen",575912,278569,https://myanimelist.net/anime/7674/Bakuman
6864,xxxHOLiC: Rou,8.2,"Mystery,Supernatural,Seinen",64521,30284,https://myanimelist.net/anime/6864/xxxHOLiC__Rou
2150,Tanoshii Muumin Ikka,8.2,"Adventure,Comedy,Fantasy,Slice of Life,Iyashikei,Kids",23119,10581,https://myanimelist.net/anime/2150/Tanoshii_Muumin_Ikka
35838,Shoujo Shuumatsu Ryokou,8.2,"Adventure,Mystery,Sci-Fi,Slice of Life,Iyashikei",294331,111436,https://myanimelist.net/anime/35838/Shoujo_Shuumatsu_Ryokou
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,8.2,"Action,Adventure,Fantasy,Shounen",54345,28072,https://myanimelist.net/anime/19123/One_Piece__Episode_of_Merry_-_Mou_Hitori_no_Nakama_no_Monogatari
3226,Major S4,8.2,"Comedy,Drama,Sports,Team Sports,Shounen",60968,38188,https://myanimelist.net/anime/3226/Major_S4
49114,Vanitas no Karte Part 2,8.21,"Supernatural,Historical,Vampire,Shounen",191626,75762,https://myanimelist.net/anime/49114/Vanitas_no_Karte_Part_2
40853,Stand By Me Doraemon 2,8.21,"Comedy,Sci-Fi,Kids,Seinen",16573,9347,https://myanimelist.net/anime/40853/Stand_By_Me_Doraemon_2
38249,Saiki Kusuo no Ψ-nan: Kanketsu-hen,8.21,"Comedy,Supernatural,Gag Humor,School,Shounen",185661,111840,https://myanimelist.net/anime/38249/Saiki_Kusuo_no_%CE%A8-nan__Kanketsu-hen
35466,ReLIFE: Kanketsu-hen,8.21,"Romance,Slice of Life,School",336134,201545,https://myanimelist.net/anime/35466/ReLIFE__Kanketsu-hen
40729,Nomad: Megalo Box 2,8.21,"Drama,Sci-Fi,Sports,Combat Sports",172582,67057,https://myanimelist.net/anime/40729/Nomad__Megalo_Box_2
